PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
1182,4231489079,-0.365465,-0.599086,0.294066,-0.648894,9.778229713,0.566490829,1.069614649,-0.94215548,0.985917449,-0.036359403,-2.040039063,0.824707031,-0.397949219
1183,4231497412,-0.365518,-0.599026,0.294088,-0.648909,9.792434692,0.553801715,1.075658798,-1.057291508,1.010097265,0.050050214,-2.039550781,0.82421875,-0.396484375
1184,4231505745,-0.365596,-0.598953,0.294097,-0.648929,9.819134712,0.556836367,1.045298815,-1.214562893,1.334399104,-0.201110154,-2.040039063,0.825195313,-0.399414063
1185,4231514078,-0.365689,-0.598871,0.294093,-0.648953,9.767241478,0.534641981,1.076476336,-1.236591101,1.571254015,-0.383201748,-2.039550781,0.824707031,-0.397460938
1186,4231522411,-0.365778,-0.598789,0.294087,-0.648982,9.749451637,0.551822901,1.096610785,-1.175859928,1.60014689,-0.345728159,-2.039550781,0.823730469,-0.396484375
1187,4231530744,-0.365876,-0.598704,0.294077,-0.649009,9.787449837,0.60116452,1.065217614,-1.234106421,1.680063248,-0.455715656,-2.042480469,0.825195313,-0.398925781
1188,4231539077,-0.365991,-0.598598,0.294077,-0.649042,9.80385685,0.608905971,1.06046021,-1.537994027,1.926190615,-0.398237348,-2.038085938,0.823730469,-0.397460938
1189,4231547410,-0.366107,-0.598469,0.294103,-0.649084,9.76875782,0.52446264,1.05402112,-1.869416356,2.084102154,-0.051318116,-2.04296875,0.826171875,-0.39453125
1190,4231555743,-0.366235,-0.598346,0.294097,-0.649128,9.778021812,0.494077772,1.081892014,-1.637005806,2.248917103,-0.455036908,-2.040527344,0.82421875,-0.399414063
1191,4231564076,-0.366372,-0.598234,0.294055,-0.649173,9.787046432,0.522099078,1.044714332,-1.350651503,2.38547945,-0.863443136,-2.0390625,0.826171875,-0.400878906
1192,4231572409,-0.36653,-0.598099,0.294008,-0.64923,9.777710915,0.504018068,1.091620803,-1.516964555,2.802427769,-0.937084019,-2.040039063,0.825195313,-0.398925781
1193,4231580742,-0.366691,-0.597986,0.293925,-0.64928,9.78895092,0.532878816,1.081400037,-1.169174671,2.725687742,-1.39009738,-2.038085938,0.824707031,-0.3984375
1194,4231589075,-0.366848,-0.597869,0.293843,-0.649336,9.805840492,0.584395051,1.110521555,-1.113489389,2.804528236,-1.298065543,-2.038574219,0.822753906,-0.400878906
1195,4231597408,-0.366998,-0.597744,0.293769,-0.6494,9.78704834,0.603744626,1.051895618,-1.14236927,2.86476016,-1.087964654,-2.037597656,0.822753906,-0.400390625
1196,4231605741,-0.367156,-0.597604,0.293722,-0.64946,9.80812645,0.572755754,1.080624819,-1.540747523,2.86248064,-0.90833205,-2.040527344,0.823242188,-0.400390625
1197,4231614074,-0.367306,-0.597463,0.293657,-0.649535,9.769982338,0.579165041,1.131606102,-1.261821389,3.053550005,-0.899789691,-2.039550781,0.822265625,-0.398925781
1198,4231622407,-0.367439,-0.59735,0.293599,-0.64959,9.731571198,0.592996001,1.139156461,-1.121147871,2.542366266,-0.900404453,-2.042480469,0.822265625,-0.400878906
1199,4231630740,-0.367582,-0.597225,0.293548,-0.649647,9.736339569,0.564954519,1.126514196,-1.336358666,2.667338371,-0.875276804,-2.041015625,0.82421875,-0.400390625
1200,4231639073,-0.36772,-0.597109,0.293515,-0.649691,9.756828308,0.536707938,1.108203053,-1.439020395,2.365909815,-0.790186226,-2.040039063,0.825195313,-0.403320313
1201,4231647406,-0.367875,-0.597,0.293431,-0.649741,9.765260696,0.592362523,1.157932639,-1.038862109,2.674318314,-1.355198026,-2.039550781,0.823242188,-0.398925781
1202,4231655739,-0.367995,-0.596908,0.293382,-0.64978,9.728503227,0.578077316,1.121911883,-1.054858327,2.117144823,-0.88695699,-2.042480469,0.819824219,-0.405761719
1203,4231664072,-0.368104,-0.596821,0.293327,-0.649823,9.756729126,0.580482721,1.150710464,-0.913083494,2.101673841,-0.818643808,-2.043457031,0.820800781,-0.402832031
1204,4231672405,-0.368204,-0.596748,0.29327,-0.64986,9.741111755,0.592431188,1.130267143,-0.72584343,1.894249678,-0.864698112,-2.039550781,0.82421875,-0.404785156
1205,4231680738,-0.368304,-0.596671,0.293226,-0.649893,9.767908096,0.599956453,1.12656486,-1.04299891,1.812898874,-0.76377815,-2.037109375,0.822753906,-0.40625
1206,4231689071,-0.368396,-0.596603,0.293192,-0.649919,9.730283737,0.586761773,1.169395447,-0.884677231,1.611391425,-0.677509308,-2.040039063,0.822265625,-0.3984375
1207,4231697404,-0.368468,-0.596559,0.293161,-0.649933,9.754631996,0.547399938,1.124398351,-0.676868975,1.208325982,-0.62279737,-2.041992188,0.824707031,-0.401855469
1208,4231705737,-0.368539,-0.596519,0.29312,-0.649947,9.753824234,0.594537139,1.135764122,-0.547952592,1.206763387,-0.711217642,-2.041015625,0.819335938,-0.404785156
1209,4231714070,-0.36862,-0.596478,0.293107,-0.649944,9.736650467,0.590517521,1.165670037,-0.696297467,1.005089879,-0.612666905,-2.04296875,0.8203125,-0.400878906
1210,4231722403,-0.368674,-0.596455,0.293093,-0.649941,9.753666878,0.58687675,1.148159862,-0.64148283,0.707477868,-0.508468151,-2.040527344,0.822265625,-0.40625
1211,4231730736,-0.368722,-0.596437,0.293077,-0.649938,9.752207756,0.551269829,1.13097167,-0.50942868,0.663152516,-0.468753278,-2.0390625,0.822753906,-0.404296875
1212,4231739069,-0.368759,-0.596442,0.293025,-0.649935,9.75401783,0.623742282,1.160942197,-0.024704928,0.583773971,-0.76854223,-2.041015625,0.82421875,-0.404296875
1213,4231747402,-0.368803,-0.59644,0.293002,-0.649923,9.745132446,0.630386829,1.191592336,-0.377208024,0.465846062,-0.598591864,-2.04296875,0.818847656,-0.404785156
1214,4231755735,-0.368827,-0.59643,0.293024,-0.649908,9.752815247,0.56887275,1.14524889,-0.703610241,0.20012404,-0.049934953,-2.041503906,0.822753906,-0.400390625
1215,4231764068,-0.36885,-0.596439,0.292994,-0.649901,9.748081207,0.605495512,1.106208444,-0.082541868,0.343256325,-0.490884006,-2.041503906,0.821289063,-0.402832031
1216,4231772401,-0.368868,-0.596445,0.292968,-0.649897,9.752207756,0.658905745,1.120828867,-0.106593646,0.369510978,-0.390450597,-2.042480469,0.822265625,-0.401855469
1217,4231780734,-0.3689,-0.596427,0.292997,-0.649882,9.759059906,0.649778545,1.138024449,-0.695516109,0.277299702,-0.006570051,-2.041015625,0.821777344,-0.405761719
1218,4231789067,-0.368925,-0.596398,0.293032,-0.649879,9.773079872,0.569394708,1.15789485,-0.862764299,0.409213036,0.194591358,-2.043945313,0.8203125,-0.403808594
1219,4231797400,-0.368961,-0.596385,0.293046,-0.649864,9.750125885,0.576254487,1.142959952,-0.538103878,0.320549339,-0.176917508,-2.041015625,0.8203125,-0.403808594
1220,4231805733,-0.368984,-0.596379,0.293051,-0.649854,9.756642342,0.6223979,1.162351251,-0.489808172,0.288723648,-0.16847761,-2.041503906,0.819824219,-0.400878906
1221,4231814066,-0.369011,-0.59636,0.293084,-0.649841,9.751928329,0.574602187,1.152823687,-0.761344731,0.25163424,0.068927899,-2.041992188,0.823242188,-0.403320313
1222,4231822399,-0.369027,-0.596357,0.293094,-0.64983,9.741191864,0.573336124,1.11622262,-0.473530412,0.198036462,-0.069030367,-2.041015625,0.819335938,-0.403320313
1223,4231830732,-0.369061,-0.596352,0.293099,-0.649814,9.745834351,0.594501376,1.142773986,-0.416820407,0.281641304,-0.268488377,-2.041503906,0.820800781,-0.404296875
1224,4231839065,-0.369071,-0.596357,0.293103,-0.649801,9.72052002,0.617282867,1.161550283,-0.341284066,0.121398665,-0.120719887,-2.042480469,0.8203125,-0.400878906
1225,4231847398,-0.369076,-0.596368,0.293113,-0.649784,9.764575005,0.593843341,1.124054909,-0.454601437,-0.035168346,-0.084936798,-2.040527344,0.822753906,-0.400878906
1226,4231855731,-0.369081,-0.596379,0.293112,-0.649771,9.74328804,0.601103485,1.132888675,-0.221038043,0.06198645,-0.133488581,-2.041992188,0.821777344,-0.404785156
1227,4231864064,-0.36906,-0.596395,0.293092,-0.649778,9.755812645,0.607026041,1.129297972,-0.36862725,0.14597553,-0.060667314,-2.04296875,0.823242188,-0.402832031
1228,4231872397,-0.369071,-0.596395,0.293109,-0.649764,9.76274395,0.620838165,1.154776454,-0.49682653,0.093799338,-0.005571097,-2.042480469,0.821777344,-0.40234375
1229,4231880730,-0.369078,-0.596399,0.293136,-0.649744,9.772808075,0.609343529,1.151364565,-0.566394746,-0.070810556,0.071284421,-2.040039063,0.821289063,-0.404785156
1230,4231889063,-0.369083,-0.5964,0.293171,-0.649725,9.784738541,0.598399699,1.106866717,-0.622080088,-0.073013373,0.165211797,-2.041992188,0.822265625,-0.403808594
1231,4231897396,-0.369091,-0.596405,0.293199,-0.649703,9.76019001,0.586554587,1.135156155,-0.67175889,-0.095669165,0.045580532,-2.041992188,0.820800781,-0.402832031
1232,4231905729,-0.369098,-0.596405,0.293227,-0.649685,9.751813889,0.594100773,1.149518847,-0.582057834,-0.017212765,0.096706532,-2.041992188,0.821777344,-0.407226563
1233,4231914062,-0.3691,-0.596407,0.293265,-0.649666,9.75134182,0.594658732,1.172758698,-0.545506358,-0.109039798,0.218604669,-2.039550781,0.818359375,-0.402832031
1234,4231922395,-0.3691,-0.596412,0.293306,-0.649642,9.765948296,0.594336987,1.145076752,-0.639369667,-0.200930849,0.226506665,-2.041992188,0.823242188,-0.40234375
1235,4231930728,-0.36909,-0.596422,0.293342,-0.649624,9.749997139,0.594916344,1.121078968,-0.595723033,-0.219142586,0.260752916,-2.041503906,0.823730469,-0.408203125
1236,4231939061,-0.369099,-0.596425,0.293371,-0.649601,9.76335907,0.578636408,1.146750927,-0.61006701,-0.087895244,0.057965014,-2.041015625,0.823730469,-0.404296875
1237,4231947394,-0.369086,-0.596433,0.293393,-0.649593,9.771412849,0.595345438,1.131408095,-0.601678371,-0.070259839,0.214916229,-2.037109375,0.822265625,-0.40234375
1238,4231955727,-0.369091,-0.596429,0.293435,-0.649574,9.760540962,0.56960237,1.131844401,-0.707926214,-0.070311077,0.233281642,-2.044921875,0.822753906,-0.405761719
1239,4231964060,-0.369095,-0.596432,0.293451,-0.649562,9.766169548,0.584723473,1.130671382,-0.478000015,0.050997939,0.048667043,-2.041992188,0.821289063,-0.402832031
1240,4231972393,-0.369113,-0.596424,0.29347,-0.64955,9.770018578,0.588078141,1.123961926,-0.588218033,0.199022591,-0.008234976,-2.040527344,0.822753906,-0.40234375
1241,4231980726,-0.369128,-0.596415,0.293481,-0.649545,9.775225639,0.589687526,1.143846869,-0.597784996,0.286303103,-0.016623639,-2.041503906,0.8203125,-0.403320313
1242,4231989059,-0.369154,-0.596409,0.293484,-0.649534,9.783279419,0.583671987,1.126179338,-0.513322055,0.298815668,-0.214147806,-2.039550781,0.821777344,-0.403320313
1243,4231997392,-0.369174,-0.596398,0.293499,-0.649526,9.770354271,0.610909998,1.129820108,-0.528460085,0.28167972,-0.024013342,-2.038574219,0.822753906,-0.402832031
1244,4232005725,-0.369193,-0.596375,0.293521,-0.649527,9.749933243,0.574029982,1.133224964,-0.658541977,0.424286991,0.13717702,-2.038574219,0.821777344,-0.400390625
1245,4232014058,-0.369219,-0.596355,0.293548,-0.649519,9.758116722,0.588342607,1.135742545,-0.567432106,0.342014074,0.081773445,-2.0390625,0.822753906,-0.400878906
1246,4232022391,-0.369236,-0.596347,0.29356,-0.649511,9.744095802,0.615465939,1.174367905,-0.518444955,0.262033612,-0.038895212,-2.041503906,0.821289063,-0.403320313
1247,4232030724,-0.369247,-0.596343,0.293579,-0.649499,9.748337746,0.610001624,1.144440532,-0.541446447,0.13076067,0.045311574,-2.04296875,0.823242188,-0.401855469
1248,4232039057,-0.369252,-0.596338,0.293605,-0.649489,9.72823143,0.609837294,1.149011612,-0.545083761,0.097718313,0.158885092,-2.04296875,0.823730469,-0.403808594
1249,4232047390,-0.369263,-0.596336,0.293639,-0.649469,9.760247231,0.588035226,1.169060946,-0.733156264,-0.035808697,0.107029095,-2.037597656,0.82421875,-0.404785156
1250,4232055723,-0.369268,-0.59633,0.293674,-0.649456,9.749074936,0.60271287,1.144376159,-0.636283219,0.036846075,0.223625064,-2.042480469,0.8203125,-0.405273438
1251,4232064056,-0.369277,-0.596326,0.293709,-0.64944,9.767178535,0.584358633,1.116995096,-0.819476247,-0.000973341,0.155901045,-2.041015625,0.821289063,-0.403320313
1252,4232072389,-0.369279,-0.596319,0.293751,-0.649425,9.776991844,0.570968509,1.134576797,-0.684540391,-0.018647162,0.303695172,-2.042480469,0.819824219,-0.402832031
1253,4232080722,-0.369268,-0.596321,0.293772,-0.64942,9.772693634,0.586840689,1.134719849,-0.545903385,0.020542616,0.226839662,-2.041015625,0.823242188,-0.405273438
1254,4232089055,-0.369281,-0.596312,0.293806,-0.649406,9.781720161,0.58684057,1.122409582,-0.724050403,0.087165244,0.153198749,-2.041992188,0.823730469,-0.402832031
1255,4232097388,-0.369292,-0.596304,0.293833,-0.649395,9.760126114,0.587970674,1.152415752,-0.673808038,0.127571687,0.118939705,-2.039550781,0.823242188,-0.40234375
1256,4232105721,-0.3693,-0.596301,0.293855,-0.649383,9.788958549,0.574638128,1.123933673,-0.533288419,0.098678842,0.08046712,-2.041015625,0.819335938,-0.404296875
1257,4232114054,-0.369304,-0.596295,0.293876,-0.649377,9.756148338,0.559939146,1.1452564,-0.483327776,0.163111463,0.160242647,-2.039550781,0.821777344,-0.404296875
1258,4232122387,-0.369319,-0.596296,0.293878,-0.649366,9.755497932,0.597727299,1.13578558,-0.373058558,0.188315853,-0.152443141,-2.039550781,0.819335938,-0.404785156
1259,4232130720,-0.369333,-0.59629,0.293881,-0.649362,9.739775658,0.605538249,1.173924565,-0.452104032,0.307089031,-0.075344272,-2.039550781,0.825683594,-0.407226563
1260,4232139053,-0.369344,-0.596282,0.293907,-0.649352,9.733953476,0.584651947,1.144619346,-0.607121408,0.149254143,0.120156385,-2.040527344,0.82421875,-0.404296875
1261,4232147386,-0.369335,-0.596301,0.293924,-0.649331,9.756785393,0.588113546,1.149440646,-0.285099208,-0.221242949,0.060167838,-2.039550781,0.821289063,-0.402832031
1262,4232155719,-0.369334,-0.596308,0.293939,-0.649319,9.758158684,0.62815541,1.148481607,-0.33097434,0.013012032,0.065367527,-2.042480469,0.821289063,-0.404296875
1263,4232164052,-0.369334,-0.596299,0.293986,-0.649306,9.754553795,0.575853944,1.141722441,-0.733117759,-0.026446696,0.386518776,-2.041503906,0.822753906,-0.404785156
1264,4232172385,-0.369326,-0.596303,0.294017,-0.649293,9.754396439,0.589244068,1.138553739,-0.450003654,-0.09048228,0.256116718,-2.040039063,0.819335938,-0.40234375
1265,4232180718,-0.369329,-0.596318,0.294037,-0.649269,9.757357597,0.581919551,1.125735879,-0.413324088,-0.16978395,-0.009233931,-2.041503906,0.822753906,-0.407226563
1266,4232189051,-0.369328,-0.596316,0.294071,-0.649255,9.769252777,0.590674639,1.127968073,-0.565331817,-0.022233156,0.254387796,-2.042480469,0.822265625,-0.403808594
1267,4232197384,-0.369327,-0.596313,0.294097,-0.649248,9.75711441,0.575653672,1.146529198,-0.468202591,0.075139351,0.215530977,-2.0390625,0.821777344,-0.403808594
1268,4232205717,-0.369335,-0.596315,0.294117,-0.649231,9.766255379,0.580317318,1.121000648,-0.5006302,0.023526674,0.022015434,-2.039550781,0.821777344,-0.40625
1269,4232214050,-0.369345,-0.596314,0.294124,-0.649223,9.775818825,0.565360725,1.121301174,-0.397238344,0.183858976,-0.039279427,-2.040039063,0.82421875,-0.406738281
1270,4232222383,-0.369357,-0.596306,0.294143,-0.649215,9.753752708,0.586690485,1.125535607,-0.538936377,0.208909705,0.062575579,-2.040527344,0.822265625,-0.402832031
1271,4232230716,-0.369387,-0.596292,0.29416,-0.649204,9.781942368,0.577169657,1.128196478,-0.68702507,0.316630363,-0.087856829,-2.037109375,0.822753906,-0.405761719
1272,4232239049,-0.369408,-0.596276,0.294173,-0.649201,9.792342186,0.599730134,1.157122612,-0.571914613,0.382625401,-0.008119712,-2.040527344,0.822265625,-0.401855469
1273,4232247382,-0.36944,-0.596246,0.294189,-0.649203,9.777314186,0.588264108,1.117738962,-0.749446929,0.57989347,-0.00368845,-2.045898438,0.823242188,-0.404296875
1274,4232255715,-0.369476,-0.596223,0.294201,-0.649198,9.758759499,0.58790648,1.128210783,-0.732874453,0.492267102,-0.124177791,-2.037597656,0.823730469,-0.40625
1275,4232264048,-0.369514,-0.596191,0.294213,-0.6492,9.73640728,0.615845501,1.17357409,-0.724844396,0.649858713,-0.061410125,-2.041503906,0.821289063,-0.400878906
1276,4232272381,-0.369551,-0.596163,0.294226,-0.649199,9.723531723,0.6626966,1.172851682,-0.76238203,0.571171761,-0.105505034,-2.044921875,0.823730469,-0.403320313
1277,4232280714,-0.369595,-0.596111,0.294304,-0.649186,9.789805412,0.560927093,1.12441957,-1.609419107,0.374134302,0.420752227,-2.041992188,0.823730469,-0.403320313
1278,4232289047,-0.369637,-0.596062,0.294346,-0.649189,9.773801804,0.465492725,1.115686178,-1.153972626,0.670286119,0.203466699,-2.042480469,0.821289063,-0.400390625
1279,4232297380,-0.369687,-0.596061,0.2943,-0.649182,9.751721382,0.610380709,1.133725643,-0.254656762,0.632633269,-0.830080569,-2.0390625,0.822753906,-0.403320313
1280,4232305713,-0.369735,-0.596041,0.294298,-0.649173,9.768344879,0.697494984,1.173459649,-0.7056337,0.556955874,-0.385071546,-2.038574219,0.821289063,-0.404785156
1281,4232314046,-0.369772,-0.595974,0.294406,-0.649164,9.767017365,0.54492718,1.12437427,-1.836527944,0.363568455,0.814455807,-2.043457031,0.822753906,-0.407714844
1282,4232322379,-0.369813,-0.595954,0.294406,-0.64916,9.752686501,0.502608836,1.088827252,-0.663216531,0.55856967,-0.291067332,-2.042480469,0.825195313,-0.405761719
1283,4232330712,-0.369863,-0.595948,0.294377,-0.64915,9.755742073,0.630058527,1.146092653,-0.288403451,0.568251789,-0.665240109,-2.0390625,0.825195313,-0.400390625
1284,4232339045,-0.369898,-0.595918,0.294414,-0.649141,9.774868011,0.645157814,1.176106215,-1.000812173,0.401938558,0.086294353,-2.041992188,0.822753906,-0.40625
1285,4232347378,-0.369938,-0.595879,0.294481,-0.649123,9.757343292,0.569551945,1.138567686,-1.09071815,0.28191027,0.335597664,-2.041992188,0.822265625,-0.403808594
1286,4232355711,-0.369966,-0.595865,0.294494,-0.649115,9.770748138,0.580402792,1.116201162,-0.648257852,0.356396437,-0.118324958,-2.043457031,0.821289063,-0.403808594
1287,4232364044,-0.37,-0.595848,0.294507,-0.649105,9.736865044,0.598242342,1.168352485,-0.789430737,0.379103452,-0.150970295,-2.040039063,0.822265625,-0.403808594
1288,4232372377,-0.370027,-0.595836,0.294536,-0.649088,9.746056557,0.561877012,1.156793356,-0.804030836,0.169758335,-0.014523271,-2.039550781,0.822265625,-0.402832031
1289,4232380710,-0.370052,-0.595827,0.294551,-0.649075,9.759911537,0.572019994,1.105264425,-0.621106744,0.252940565,-0.103904143,-2.041992188,0.819335938,-0.403320313
1290,4232389043,-0.370074,-0.595833,0.294553,-0.649055,9.756198883,0.593671679,1.13847506,-0.438912749,0.108399451,-0.289018244,-2.041503906,0.821777344,-0.406738281
1291,4232397376,-0.370095,-0.595845,0.294561,-0.649029,9.748595238,0.588078141,1.144590616,-0.51206696,-0.025755113,-0.27052471,-2.042480469,0.819335938,-0.404296875
1292,4232405709,-0.370105,-0.595854,0.294568,-0.649012,9.748674393,0.585438728,1.155949473,-0.361532092,0.025691077,-0.138047919,-2.040039063,0.819824219,-0.403320313
1293,4232414042,-0.370125,-0.59586,0.294582,-0.648988,9.736507416,0.586154044,1.144476295,-0.552895963,0.009041824,-0.18110545,-2.039550781,0.822265625,-0.404296875
1294,4232422375,-0.370144,-0.595877,0.294576,-0.648965,9.741807938,0.588464379,1.150649667,-0.300826371,0.006326716,-0.373954982,-2.041015625,0.822265625,-0.404296875
1295,4232430708,-0.370163,-0.595896,0.294577,-0.648936,9.769359589,0.625351608,1.137995839,-0.422199428,-0.08234977,-0.3622109,-2.041992188,0.82421875,-0.40234375
1296,4232439041,-0.370179,-0.595892,0.294601,-0.648919,9.764252663,0.606046081,1.140535116,-0.626460135,0.080044486,0.003381079,-2.0390625,0.819824219,-0.403808594
1297,4232447374,-0.370193,-0.595902,0.294629,-0.648889,9.760175705,0.604193509,1.105421782,-0.510427654,-0.171218351,-0.040380847,-2.042480469,0.822265625,-0.402832031
1298,4232455707,-0.370209,-0.59591,0.294651,-0.648863,9.767364502,0.615988493,1.153431654,-0.593161643,-0.084411711,-0.112177536,-2.041015625,0.821777344,-0.402832031
1299,4232464040,-0.370215,-0.595911,0.294686,-0.648842,9.767822266,0.603699923,1.154583335,-0.621516645,-0.08935526,0.160037756,-2.041992188,0.819824219,-0.401367188
1300,4232472373,-0.370218,-0.595921,0.294716,-0.648818,9.755269051,0.597004652,1.133182287,-0.540319443,-0.184742659,0.071899153,-2.041992188,0.8203125,-0.404785156
1301,4232480706,-0.370222,-0.595925,0.294742,-0.648801,9.782936096,0.560081899,1.124627233,-0.438349187,-0.042967878,0.117005825,-2.0390625,0.823730469,-0.403320313
1302,4232489039,-0.370227,-0.595938,0.294765,-0.648775,9.779867172,0.534546256,1.122502804,-0.481496423,-0.174279273,-0.014215901,-2.041503906,0.822753906,-0.402832031
1303,4232497372,-0.37025,-0.595949,0.294782,-0.648744,9.77718544,0.565882802,1.116887569,-0.425503671,-0.084757499,-0.226993337,-2.041015625,0.822753906,-0.404785156
1304,4232505705,-0.370273,-0.595968,0.294764,-0.648723,9.752416611,0.584315896,1.136829734,-0.21652995,0.081786253,-0.503947318,-2.038574219,0.821777344,-0.402832031
1305,4232514038,-0.370303,-0.595966,0.294772,-0.648703,9.774066925,0.580696404,1.137716889,-0.536400497,0.196614861,-0.261124313,-2.040527344,0.818847656,-0.401367188
1306,4232522371,-0.370338,-0.595968,0.294765,-0.648685,9.741549492,0.595610082,1.127667189,-0.482738674,0.244462237,-0.447467864,-2.04296875,0.8203125,-0.405761719
1307,4232530704,-0.370365,-0.595968,0.294757,-0.648673,9.751235008,0.621653557,1.143453479,-0.374736249,0.298726052,-0.340643704,-2.041503906,0.822265625,-0.402832031
1308,4232539037,-0.370391,-0.595962,0.294764,-0.64866,9.744804382,0.624722123,1.159447193,-0.5648579,0.263826609,-0.196166605,-2.038574219,0.822265625,-0.403808594
1309,4232547370,-0.370422,-0.595958,0.294785,-0.648637,9.763130188,0.600681663,1.110829353,-0.694901407,0.116006881,-0.172140479,-2.041015625,0.822265625,-0.401855469
1310,4232555703,-0.370454,-0.595942,0.294796,-0.648629,9.776355743,0.592448533,1.131515384,-0.667161167,0.401195765,-0.142786548,-2.040039063,0.821777344,-0.405761719
1311,4232564036,-0.370475,-0.595943,0.294803,-0.648611,9.766155243,0.59983027,1.135613918,-0.530650139,0.138086334,-0.201558411,-2.040527344,0.822265625,-0.404296875
1312,4232572369,-0.37049,-0.595939,0.294815,-0.648601,9.77592659,0.593993545,1.103748083,-0.488540292,0.193220973,-0.048692659,-2.040039063,0.819335938,-0.404785156
1313,4232580702,-0.37051,-0.595944,0.29482,-0.648583,9.771019936,0.591704607,1.138095975,-0.464462966,0.111972645,-0.218386993,-2.042480469,0.8203125,-0.402832031
1314,4232589035,-0.370535,-0.595944,0.294819,-0.64857,9.772636414,0.580016911,1.129548311,-0.445815742,0.239659578,-0.280911297,-2.041015625,0.819824219,-0.403320313
1315,4232597368,-0.370558,-0.595953,0.294813,-0.648551,9.772986412,0.571512163,1.125564218,-0.369113922,0.150714159,-0.353105009,-2.041503906,0.823242188,-0.404296875
1316,4232605701,-0.370584,-0.595952,0.294812,-0.648537,9.770397186,0.565360725,1.089814305,-0.454614311,0.243360877,-0.28817296,-2.040039063,0.8203125,-0.404296875
1317,4232614034,-0.370616,-0.595954,0.294788,-0.648528,9.752551079,0.585774899,1.102403283,-0.317757338,0.400657862,-0.511042356,-2.04296875,0.8203125,-0.401855469
1318,4232622367,-0.370639,-0.595955,0.294773,-0.648521,9.761277199,0.617318988,1.126637101,-0.282076746,0.346534967,-0.354001522,-2.040039063,0.8203125,-0.402832031
1319,4232630700,-0.370673,-0.595945,0.294762,-0.648516,9.746800423,0.591189623,1.118869185,-0.410865158,0.491485953,-0.328899562,-2.043457031,0.822753906,-0.401855469
1320,4232639033,-0.370703,-0.595941,0.29476,-0.648503,9.756084442,0.583750665,1.147029877,-0.505228043,0.307703793,-0.316809684,-2.041992188,0.818847656,-0.403320313
1321,4232647366,-0.370731,-0.595941,0.294743,-0.648495,9.7609272,0.598650038,1.133232117,-0.304412365,0.380345762,-0.395317256,-2.038085938,0.822265625,-0.400390625
1322,4232655699,-0.370763,-0.595951,0.294705,-0.648485,9.731450081,0.675221205,1.179067492,-0.125356078,0.397392035,-0.670478165,-2.041015625,0.821289063,-0.404296875
1323,4232664032,-0.370794,-0.59595,0.294702,-0.64847,9.750969887,0.708417594,1.188480616,-0.413067997,0.278862178,-0.337762147,-2.042480469,0.821777344,-0.403808594
1324,4232672365,-0.370819,-0.595902,0.294815,-0.648448,9.775131226,0.485662222,1.109791517,-1.743906617,0.018314177,0.816402495,-2.041015625,0.82421875,-0.401367188
1325,4232680698,-0.370859,-0.595914,0.294777,-0.648431,9.752714157,0.480377644,1.09542942,-0.145066246,0.360008091,-0.772512615,-2.040527344,0.820800781,-0.400390625
1326,4232689031,-0.370898,-0.595948,0.294687,-0.648419,9.756742477,0.702917039,1.183723927,0.411082834,0.461056232,-1.258004665,-2.038085938,0.819824219,-0.402832031
1327,4232697364,-0.370924,-0.59593,0.294722,-0.648405,9.758152008,0.711622059,1.159204006,-0.866503894,0.214058161,0.085064873,-2.040527344,0.819824219,-0.403320313
1328,4232705697,-0.370943,-0.5959,0.29479,-0.64839,9.758123398,0.555210829,1.15037024,-1.17482245,0.122525699,0.441346049,-2.040527344,0.821777344,-0.402832031
1329,4232714030,-0.370943,-0.595923,0.29477,-0.648378,9.767185211,0.546748996,1.118690372,0.051100396,0.040496103,-0.289709777,-2.038574219,0.822753906,-0.405761719
1330,4232722363,-0.370954,-0.59594,0.294755,-0.648363,9.787070274,0.647790074,1.138432145,-0.124882191,0.098461121,-0.336199641,-2.040527344,0.821289063,-0.404785156
1331,4232730696,-0.370955,-0.595932,0.294792,-0.648353,9.759503365,0.627082586,1.121158004,-0.598386824,0.049537927,0.30432272,-2.041503906,0.818847656,-0.40234375
1332,4232739029,-0.370963,-0.595926,0.294816,-0.648342,9.76710701,0.581662297,1.097632766,-0.550155282,0.121104099,0.123742364,-2.042480469,0.820800781,-0.403320313
1333,4232747362,-0.370989,-0.595925,0.294825,-0.648325,9.773715973,0.581533611,1.130335093,-0.468061775,0.182757571,-0.206770927,-2.041992188,0.821289063,-0.404785156
1334,4232755695,-0.371015,-0.595917,0.294831,-0.648314,9.760512352,0.575445712,1.126737356,-0.544981182,0.295101583,-0.170680448,-2.042480469,0.819824219,-0.404785156
1335,4232764028,-0.371041,-0.595916,0.294822,-0.648305,9.760562897,0.557385743,1.149332881,-0.385814399,0.335648954,-0.325467288,-2.043945313,0.818847656,-0.402832031
1336,4232772361,-0.371074,-0.595909,0.294806,-0.648299,9.766241074,0.582148194,1.135778785,-0.383406669,0.482290387,-0.411223739,-2.040039063,0.819824219,-0.402832031
1337,4232780694,-0.371104,-0.595905,0.294793,-0.648292,9.746042252,0.601439655,1.105228662,-0.421174854,0.404896975,-0.361749828,-2.040527344,0.821289063,-0.402832031
