PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,
4361,604643507,33.01044846,-14.00778198,-106.2584229,2.365649462,5.267081738,7.799386978,8.195671082,1.15585506,-0.246460155,-1.0546875,-0.646972656,-1.118164063, 
4362,604651840,33.01034164,-13.97848988,-106.258728,2.35870409,5.228866577,7.727723598,1.250935435,1.530950069,-1.514364839,-1.052246094,-0.642578125,-1.116699219, 
4363,604660173,32.9730072,-13.9386692,-106.2641525,2.350255966,5.184278965,7.747134209,-3.315557957,2.269639015,-2.714340448,-1.052734375,-0.648925781,-1.118164063, 
4364,604668506,32.89197922,-13.88905525,-106.2613831,2.342941761,5.193068981,7.814236164,-8.370349884,3.77716589,-2.535784483,-1.053710938,-0.64453125,-1.117675781, 
4365,604676839,32.74364853,-13.8378973,-106.2509155,2.385856152,5.193618774,7.824769974,-16.1783638,4.425307751,-1.88502872,-1.049804688,-0.642089844,-1.118164063, 
4366,604685172,32.52313232,-13.77731895,-106.2340164,2.381346703,5.238698006,7.883471489,-24.70922279,5.78765583,-1.834057093,-1.047363281,-0.645019531,-1.121582031, 
4367,604693505,32.20733643,-13.68636036,-106.2131882,2.289183855,5.218104362,7.906263351,-35.98343277,9.125991821,-3.372527838,-1.050292969,-0.638183594,-1.125976563, 
4368,604701838,31.79789543,-13.56753922,-106.1906357,2.317570686,5.140190125,7.913243294,-47.22399139,12.08931828,-4.897042274,-1.049316406,-0.641113281,-1.1328125, 
4369,604710171,31.3090992,-13.44195461,-106.1619263,2.301624298,5.109732151,7.998888493,-56.5365181,13.20142269,-4.614930153,-1.048828125,-0.634277344,-1.134765625, 
4370,604718504,30.7206955,-13.29166889,-106.1352463,2.194095373,5.035933018,8.146099091,-68.59893036,15.66584969,-6.191320896,-1.045898438,-0.628417969,-1.145507813, 
4371,604726837,29.99354744,-13.10376072,-106.1149673,2.031419277,4.93862009,8.34119606,-85.38743591,19.2623806,-8.937662125,-1.046386719,-0.625976563,-1.153808594, 
4372,604735170,29.11819649,-12.88876152,-106.0945206,2.065470695,4.792099953,8.269228935,-103.2239151,22.22624397,-10.21677589,-1.041015625,-0.617675781,-1.166992188, 
4373,604743503,28.13798904,-12.65627193,-106.074791,2.154608965,4.547728539,8.23814106,-115.7904663,24.20189857,-10.92045879,-1.036132813,-0.610839844,-1.177246094, 
4374,604751836,27.10298729,-12.42726326,-106.0484848,2.330349684,4.510007858,8.311714172,-122.2486267,24.38241386,-9.580831528,-1.036621094,-0.6015625,-1.19140625, 
4375,604760169,25.98763847,-12.20591068,-105.9975052,2.286467075,4.509583473,8.530701637,-131.2272034,25.0410099,-6.103660583,-1.033691406,-0.592285156,-1.205566406, 
4376,604768502,24.79301262,-11.98890877,-105.9368744,2.101864576,4.278551579,8.526670456,-140.5650024,25.18039703,-4.308891296,-1.034667969,-0.582519531,-1.218261719, 
4377,604776835,23.59313011,-11.76865673,-105.8792648,1.967181921,3.945368528,8.408294678,-141.2557373,25.49209595,-4.239028454,-1.028808594,-0.571777344,-1.232421875, 
4378,604785168,22.4581089,-11.54951859,-105.832016,1.948670149,3.772881031,8.301498413,-133.7904358,24.97842407,-4.745780468,-1.025390625,-0.559570313,-1.243652344, 
4379,604793501,21.3950901,-11.35484123,-105.7890167,1.993536472,3.576604366,8.296086311,-125.2290726,22.16978455,-3.612709045,-1.025878906,-0.549804688,-1.254394531, 
4380,604801834,20.41969872,-11.20969296,-105.764473,1.915192604,3.371975899,8.521749496,-115.2050858,15.90618229,-3.088550091,-1.023925781,-0.540039063,-1.268554688, 
4381,604810167,19.49693489,-11.11060905,-105.7471924,1.954526544,3.314792156,8.833819389,-109.0237198,10.48151875,-1.72608459,-1.025390625,-0.533691406,-1.276367188, 
4382,604818500,18.58525658,-11.03018284,-105.7187042,2.020925999,3.196285486,8.94321537,-107.4778137,8.822234154,0.455182374,-1.019042969,-0.520507813,-1.284667969, 
4383,604826833,17.71148682,-10.96728325,-105.6895981,2.016321421,3.022711754,8.880063057,-102.8794403,6.851244926,1.328353882,-1.018066406,-0.506835938,-1.295410156, 
4384,604835166,16.85654831,-10.92712402,-105.655304,1.879046321,2.869892836,8.996620178,-100.5437088,4.406417847,2.8568964,-1.018066406,-0.500976563,-1.303710938, 
4385,604843499,15.93050098,-10.88026237,-105.6188507,1.6807127,2.76543808,8.952069283,-108.9929581,5.220428467,2.955619574,-1.018554688,-0.491699219,-1.310546875, 
4386,604851832,14.94120502,-10.80684757,-105.5839081,1.598525405,2.43162775,8.741908073,-116.6597977,8.192362785,2.056040764,-1.018066406,-0.477539063,-1.319824219, 
4387,604860165,13.95921707,-10.71302986,-105.5575867,1.631422877,2.257774353,8.780755997,-115.9444046,10.28998756,0.616887748,-1.017578125,-0.466796875,-1.326660156, 
4388,604868498,13.01544857,-10.62065887,-105.5460815,1.790590644,2.147204399,8.841497421,-111.7311707,9.699846268,-0.833726943,-1.015136719,-0.456542969,-1.338867188, 
4389,604876831,12.0995779,-10.54027176,-105.5193939,1.98739481,2.09056735,8.787278175,-108.0106659,8.713963509,1.396464109,-1.014160156,-0.4453125,-1.345214844, 
4390,604885164,11.22601795,-10.48970127,-105.4645004,1.877816796,1.883507848,8.731638908,-102.3582535,5.855710983,5.545750141,-1.018066406,-0.430664063,-1.353027344, 
4391,604893497,10.37548256,-10.46717358,-105.3991852,1.685860038,1.794868827,8.819151878,-99.3348465,2.713454723,7.488373756,-1.018066406,-0.419921875,-1.360351563, 
4392,604901830,9.531270027,-10.47843647,-105.3439407,1.635004401,1.664639711,9.162827492,-98.83242798,-1.599545836,7.08622551,-1.01953125,-0.409179688,-1.363769531, 
4393,604910163,8.709035873,-10.49817562,-105.2984085,1.750764966,1.458425999,9.274001122,-96.36963654,-2.872710943,6.105778694,-1.017089844,-0.398925781,-1.373046875, 
